File Version	v3.02.00
Modified Date	02/01/2015
Modified Time	13:52:10

SceneID	RoomID	SceneName
1	256	ALL OFF
2	256	ALL ON
6	256	GOOD NIGHT
5	256	RELAX
7	256	WELCOME
3	256	PARTY

